0.061 5.8341e-09 1.15508e-08 6.23329e-09 3.04906e-09 5.92352e-09 1.84254e-09 1.14e-08 7.03176e-09 5.3297e-09 7.07233e-09 3.45374e-09 1.355e-08 1.68336e-08 1.06383e-08 1.27782e-08 7.00735e-09 1.2068e-08 4.18003e-09 7.13218e-09 1.3925e-08 1.82779e-09 2.96493e-09 
0.062 6.28014e-09 1.24386e-08 6.7017e-09 3.27545e-09 6.35283e-09 1.97577e-09 1.22392e-08 7.56934e-09 5.72214e-09 7.60925e-09 3.69924e-09 1.45965e-08 1.8101e-08 1.14568e-08 1.37423e-08 7.52901e-09 1.29659e-08 4.47364e-09 7.65013e-09 1.49828e-08 1.94921e-09 3.17101e-09 
0.063 6.75975e-09 1.33929e-08 7.20504e-09 3.5187e-09 6.8136e-09 2.11886e-09 1.314e-08 8.1475e-09 6.14346e-09 8.18654e-09 3.96263e-09 1.5722e-08 1.94628e-08 1.23374e-08 1.47782e-08 8.08929e-09 1.39298e-08 4.78826e-09 8.20588e-09 1.61195e-08 2.07926e-09 3.39184e-09 
0.064 7.27543e-09 1.44188e-08 7.74591e-09 3.78006e-09 7.30812e-09 2.27254e-09 1.4107e-08 8.76928e-09 6.59578e-09 8.80722e-09 4.24523e-09 1.69324e-08 2.0926e-08 1.32847e-08 1.58909e-08 8.69102e-09 1.49648e-08 5.12541e-09 8.80217e-09 1.7341e-08 2.21856e-09 3.62852e-09 
0.065 7.82986e-09 1.55216e-08 8.32707e-09 4.06087e-09 7.83889e-09 2.43758e-09 1.51452e-08 9.43794e-09 7.08139e-09 9.47451e-09 4.54845e-09 1.82341e-08 2.24981e-08 1.43036e-08 1.70863e-08 9.33725e-09 1.60759e-08 5.48672e-09 9.44199e-09 1.86536e-08 2.36779e-09 3.88219e-09 
0.066 8.42591e-09 1.67068e-08 8.95152e-09 4.36257e-09 8.40857e-09 2.61482e-09 1.62597e-08 1.0157e-08 7.60274e-09 1.01919e-08 4.8738e-09 1.96339e-08 2.41871e-08 1.53996e-08 1.83703e-08 1.00313e-08 1.72688e-08 5.87393e-09 1.01285e-08 2.00638e-08 2.52768e-09 4.15408e-09 
0.067 9.06666e-09 1.79807e-08 9.62244e-09 4.68669e-09 9.02002e-09 2.80516e-09 1.74561e-08 1.09301e-08 8.16245e-09 1.09631e-08 5.22291e-09 2.1139e-08 2.60018e-08 1.65784e-08 1.97495e-08 1.07765e-08 1.85494e-08 6.28894e-09 1.08652e-08 2.15791e-08 2.69898e-09 4.44552e-09 
0.068 9.75545e-09 1.93499e-08 1.03433e-08 5.03489e-09 9.67632e-09 3.00956e-09 1.87405e-08 1.17614e-08 8.76335e-09 1.1792e-08 5.5975e-09 2.27572e-08 2.79513e-08 1.78462e-08 2.12308e-08 1.15769e-08 1.99243e-08 6.73373e-09 1.16556e-08 2.32071e-08 2.88255e-09 4.75793e-09 
0.069 1.04958e-08 2.08212e-08 1.11177e-08 5.40896e-09 1.03808e-08 3.22906e-09 2.01193e-08 1.26552e-08 9.40847e-09 1.26831e-08 5.99946e-09 2.44971e-08 3.00457e-08 1.92096e-08 2.28219e-08 1.24363e-08 2.14002e-08 7.21049e-09 1.25038e-08 2.49561e-08 3.07926e-09 5.09283e-09 
0.07 1.12916e-08 2.24024e-08 1.19497e-08 5.81079e-09 1.11369e-08 3.46477e-09 2.15994e-08 1.36161e-08 1.01011e-08 1.36409e-08 6.4308e-09 2.63677e-08 3.22957e-08 2.06757e-08 2.45307e-08 1.33592e-08 2.29847e-08 7.72151e-09 1.34139e-08 2.68351e-08 3.29007e-09 5.45185e-09 
0.071 6.50179e-09 1.28977e-08 6.84473e-09 3.32033e-09 6.31191e-09 1.9676e-09 1.22869e-08 7.84839e-09 5.74262e-09 7.84217e-09 3.63146e-09 1.52151e-08 1.84857e-08 1.19257e-08 1.41064e-08 7.6606e-09 1.31305e-08 4.3418e-09 7.61324e-09 1.5425e-08 1.83134e-09 3.05939e-09 
0.072 7.02901e-09 1.39435e-08 7.39416e-09 3.58557e-09 6.8082e-09 2.12284e-09 1.32594e-08 8.48631e-09 6.19741e-09 8.47676e-09 3.91438e-09 1.64555e-08 1.99698e-08 1.2899e-08 1.52375e-08 8.27099e-09 1.41737e-08 4.67512e-09 8.21062e-09 1.66675e-08 1.96892e-09 3.29368e-09 
0.073 7.59848e-09 1.50728e-08 7.9874e-09 3.87192e-09 7.3437e-09 2.29039e-09 1.43089e-08 9.17553e-09 6.68821e-09 9.16225e-09 4.21957e-09 1.77955e-08 2.15721e-08 1.39507e-08 1.64583e-08 8.92972e-09 1.52994e-08 5.03433e-09 8.85499e-09 1.80089e-08 2.11719e-09 3.54621e-09 
0.074 8.21355e-09 1.62923e-08 8.62793e-09 4.18108e-09 7.92152e-09 2.47123e-09 1.54413e-08 9.92013e-09 7.21785e-09 9.90269e-09 4.54881e-09 1.92432e-08 2.33022e-08 1.50871e-08 1.7776e-08 9.64061e-09 1.6514e-08 5.42146e-09 9.55006e-09 1.94572e-08 2.27699e-09 3.81842e-09 
0.075 8.87785e-09 1.76092e-08 9.31948e-09 4.51483e-09 8.54499e-09 2.66641e-09 1.66632e-08 1.07245e-08 7.78942e-09 1.07024e-08 4.90397e-09 2.08071e-08 2.51702e-08 1.6315e-08 1.9198e-08 1.04078e-08 1.78245e-08 5.83867e-09 1.02998e-08 2.10206e-08 2.44922e-09 4.11183e-09 
0.076 9.59527e-09 1.90312e-08 1.00661e-08 4.87514e-09 9.21773e-09 2.87705e-09 1.79818e-08 1.15935e-08 8.40622e-09 1.15662e-08 5.28712e-09 2.24964e-08 2.71869e-08 1.76417e-08 2.07328e-08 1.12356e-08 1.92385e-08 6.28832e-09 1.11086e-08 2.27085e-08 2.63486e-09 4.42812e-09 
